filename,spectral_centroid,zero_crossings,spectral_rolloff,chroma_stft,rms,mel_spec,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,label
218493__kijjaz__20140208-silpakorn-university-atomsphere_01.wav,1587.206880709405,0.035685221354166664,3771.650187174479,0.6346028447151184,39.27151107788086,10.628862380981445,-85.51380157470703,116.19805908203125,5.3347344398498535,28.264419555664062,3.56538987159729,19.07371711730957,7.261487007141113,10.68619155883789,2.542006015777588,11.439404487609863,1.96065354347229,9.866898536682129,0.8592696785926819,10.320806503295898,3.052327871322632,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_02.wav,1538.1185339342978,0.031758626302083336,3583.234659830729,0.6691924929618835,38.620994567871094,15.059476852416992,-75.72706604003906,119.08340454101562,2.0201361179351807,25.1357421875,2.1112172603607178,21.060306549072266,10.418033599853516,12.082833290100098,4.773863792419434,12.96963882446289,5.036013126373291,10.741410255432129,-0.3900035321712494,7.585189342498779,1.8871008157730103,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_03.wav,1495.6199464604515,0.04317672164351852,3200.023396809896,0.6234338879585266,39.329219818115234,11.546319961547852,-67.76569366455078,128.1235809326172,-9.94024658203125,21.244596481323242,1.8451510667800903,18.586374282836914,9.987730979919434,10.046533584594727,3.144605875015259,13.571883201599121,3.6711466312408447,9.05331802368164,-2.1835453510284424,7.004481792449951,2.210815668106079,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_04.wav,1535.492687871824,0.043741861979166664,3351.054890950521,0.6287263035774231,40.44929504394531,8.511815071105957,-83.88008117675781,123.12373352050781,-2.961094379425049,27.731178283691406,3.7198643684387207,15.149321556091309,9.611296653747559,12.558256149291992,1.7378277778625488,11.029097557067871,3.6236162185668945,9.005328178405762,-1.6495530605316162,7.783700466156006,2.558870315551758,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_05.wav,1810.7106034080477,0.08195891203703703,3786.4044189453125,0.5086498260498047,36.540313720703125,5.227060794830322,-58.754547119140625,120.61699676513672,-15.517889022827148,18.923139572143555,-3.545640707015991,14.902628898620605,9.867999076843262,8.971843719482422,-1.5884554386138916,11.969475746154785,1.809937596321106,6.704263210296631,-0.7781692147254944,6.005946636199951,-0.039076488465070724,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_06.wav,1750.7036705840526,0.07524052372685185,3711.9852701822915,0.5151105523109436,38.50977325439453,4.786433696746826,-69.57125091552734,122.2552261352539,-11.666709899902344,18.510639190673828,-0.819046676158905,13.085838317871094,9.375679969787598,7.061756134033203,5.21160888671875,15.094690322875977,-2.979741096496582,5.173214912414551,-1.4665682315826416,5.622477054595947,-0.4250381588935852,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_07.wav,1806.5296900635876,0.08135082103587964,3786.504109700521,0.5302877426147461,37.1280632019043,4.942211151123047,-60.82251739501953,120.15602111816406,-14.70658016204834,20.69306182861328,-0.19152463972568512,11.331902503967285,5.848565578460693,7.717724800109863,2.88106632232666,12.321318626403809,-0.6711201071739197,9.15170669555664,-1.0429669618606567,5.56147575378418,-3.2777068614959717,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_08.wav,1781.882928686942,0.07160328052662036,3892.475382486979,0.5351992249488831,38.874114990234375,4.075723171234131,-83.23404693603516,114.90744018554688,-3.110889196395874,31.53005599975586,2.950286388397217,11.79880428314209,5.65248966217041,10.83962631225586,1.29435396194458,9.882760047912598,0.9054222106933594,6.4572978019714355,-2.134535551071167,7.076367378234863,-0.9729641675949097,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_09.wav,1531.6936586325119,0.054994936342592594,3337.5467936197915,0.5370289087295532,42.55935287475586,4.623740196228027,-92.90426635742188,127.71956634521484,-4.728498935699463,28.429054260253906,1.5393131971359253,14.178613662719727,5.659560680389404,8.671783447265625,2.648873805999756,11.069354057312012,0.844619870185852,8.8358154296875,-2.792942762374878,4.426687717437744,-0.32547250390052795,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_10.wav,1675.4300742015655,0.061032895688657406,3792.9341634114585,0.5617333650588989,41.521114349365234,3.760481595993042,-94.49375915527344,120.90067291259766,-1.8102868795394897,28.03788185119629,-0.22038480639457703,15.501495361328125,5.283398628234863,8.07601547241211,3.7816131114959717,12.587867736816406,-0.45505720376968384,9.081149101257324,-1.3904109001159668,6.62870454788208,-0.28941330313682556,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_11.wav,1699.5610683325926,0.07086859809027778,3594.549560546875,0.5002566576004028,40.190826416015625,4.087601184844971,-83.73097229003906,122.24384307861328,-10.532866477966309,27.189973831176758,2.336182117462158,11.385337829589844,2.2108070850372314,10.10641098022461,3.9223506450653076,10.494975090026855,0.05832304805517197,9.033442497253418,-2.671071767807007,4.037466526031494,-0.9988911151885986,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_12.wav,1807.0430628004965,0.07561125578703703,3811.127726236979,0.5389217138290405,36.981380462646484,4.503047466278076,-67.43820190429688,118.14756774902344,-10.828474044799805,17.379255294799805,1.366295337677002,13.402106285095215,10.821495056152344,10.462471008300781,-0.3622947931289673,12.075125694274902,1.3091957569122314,8.058948516845703,-2.909332275390625,4.510494232177734,-0.8065241575241089,Far_miss
218493__kijjaz__20140208-silpakorn-university-atomsphere_13.wav,1797.092708155542,0.06672498914930555,3983.04443359375,0.5724204778671265,38.59070587158203,3.99219012260437,-82.74539184570312,115.97586059570312,-1.4525117874145508,23.82196044921875,1.8742600679397583,12.046180725097656,6.483548641204834,10.001689910888672,0.568756639957428,10.35600757598877,1.190819501876831,8.470471382141113,-0.6438283324241638,5.649768829345703,-0.5334069728851318,Far_miss
222993__zyrytsounds__people-talking_0.wav,2200.9360809353257,0.11594193070023148,4314.117431640625,0.4470454454421997,40.064510345458984,2.223351240158081,-92.32555389404297,98.49491882324219,-39.425350189208984,3.634650230407715,-22.382919311523438,-6.544564247131348,-17.92618751525879,-13.751954078674316,-11.965660095214844,9.423399925231934,-11.878028869628906,-3.697556495666504,-8.051163673400879,-1.2288336753845215,-10.025965690612793,Far_miss
222993__zyrytsounds__people-talking_1.wav,2308.4631349716387,0.12856038411458334,4495.155843098958,0.4639450013637543,38.20193862915039,1.5853286981582642,-91.18795013427734,93.60560607910156,-39.613590240478516,5.751802921295166,-26.10976791381836,-10.194317817687988,-22.090866088867188,-12.861775398254395,-11.530901908874512,5.270754814147949,-12.684825897216797,-4.659750938415527,-8.961523056030273,-0.10333340615034103,-9.272704124450684,Far_miss
222993__zyrytsounds__people-talking_2.wav,2075.7491402988126,0.10915346498842593,4009.8612467447915,0.3919188380241394,49.95327377319336,0.86797034740448,-145.13743591308594,103.76893615722656,-45.740177154541016,7.503188610076904,-25.03833770751953,-14.488556861877441,-17.314250946044922,-18.066936492919922,-9.018558502197266,8.635115623474121,-14.843672752380371,-1.7381792068481445,-10.94076919555664,-1.255547046661377,-10.308955192565918,Far_miss
222993__zyrytsounds__people-talking_3.wav,2386.8324631196665,0.11149680397727273,4873.355379971591,0.3345602750778198,84.10485076904297,0.35223278403282166,-298.1847229003906,89.79810333251953,-20.806550979614258,21.962406158447266,-10.950263977050781,-8.978075981140137,-8.629319190979004,-7.2581586837768555,-6.7748637199401855,6.53175163269043,-11.493917465209961,-2.1317079067230225,-6.328719139099121,-0.7371522784233093,-6.75827169418335,Far_miss
223272__thatjeffcarter__bus-singing-shalom-to-you_0.wav,1083.2362406414632,0.03877088758680555,2272.052001953125,0.4061117172241211,80.3311996459961,0.6939818263053894,-268.1888732910156,141.9386749267578,3.9637880325317383,44.71731948852539,-2.244262933731079,7.8682732582092285,21.430923461914062,9.552631378173828,7.255741119384766,6.816434383392334,5.75986385345459,4.685097694396973,-1.4605607986450195,8.254901885986328,-4.976261138916016,Far_miss
223272__thatjeffcarter__bus-singing-shalom-to-you_1.wav,1277.0515436359196,0.04864049840856482,2677.6936848958335,0.3461053967475891,73.2706527709961,0.599261999130249,-245.3096466064453,131.79354858398438,0.12291675060987473,30.659879684448242,-3.871460199356079,5.270455837249756,15.2623291015625,4.710541248321533,10.884831428527832,5.638394832611084,8.587918281555176,5.832126140594482,-2.9806406497955322,10.101435661315918,-2.0445396900177,Far_miss
223272__thatjeffcarter__bus-singing-shalom-to-you_2.wav,1288.9441803332204,0.042365180121527776,2777.533976236979,0.4073757231235504,74.81790161132812,0.49692824482917786,-251.89248657226562,130.95513916015625,-1.55403733253479,35.312591552734375,2.23209810256958,6.260759353637695,10.662577629089355,2.697221040725708,12.547985076904297,7.829436302185059,8.70750617980957,5.853307247161865,-3.372321128845215,8.088093757629395,-1.5691981315612793,Far_miss
223272__thatjeffcarter__bus-singing-shalom-to-you_3.wav,1256.557829599762,0.03868272569444445,2722.9532877604165,0.4523274004459381,77.35836029052734,0.6238632202148438,-263.810302734375,128.01893615722656,4.0024847984313965,37.60667419433594,-0.2309231162071228,4.58176851272583,14.927319526672363,6.8934550285339355,10.838509559631348,4.48978328704834,9.129969596862793,3.804065227508545,-0.18514060974121094,9.168465614318848,-2.084958553314209,Far_miss
223272__thatjeffcarter__bus-singing-shalom-to-you_4.wav,1430.9293690143054,0.04162991431451613,3214.467300907258,0.46534985303878784,83.05215454101562,0.4211466908454895,-292.1840515136719,117.10645294189453,13.358927726745605,39.29079055786133,-1.690738320350647,11.182733535766602,17.469013214111328,10.079460144042969,8.952014923095703,5.203635215759277,8.298516273498535,3.8708109855651855,0.7999556064605713,10.862303733825684,-4.211710453033447,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_00.wav,1317.214480585939,0.0628323025173611,2428.0680338541665,0.44620946049690247,115.516845703125,0.012800299562513828,-416.8973388671875,153.37969970703125,-9.389700889587402,17.049362182617188,4.945107936859131,-2.6077311038970947,-7.214776992797852,-8.130230903625488,-12.283313751220703,5.525387287139893,-0.9986799955368042,4.537773132324219,-10.67723274230957,-2.175682544708252,1.8890326023101807,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_01.wav,1283.220170538154,0.061442057291666664,2212.9353841145835,0.42638471722602844,101.42282104492188,0.03089834935963154,-357.0103454589844,157.7184600830078,-11.322202682495117,11.01138973236084,0.5450932383537292,-6.048998832702637,-11.431276321411133,-8.383837699890137,-12.836112976074219,2.924565553665161,-4.746758937835693,3.580719470977783,-10.02245044708252,-3.851077079772949,-2.953706979751587,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_02.wav,1314.7399018046551,0.06507930049189815,2335.704549153646,0.390982061624527,100.92827606201172,0.06766889244318008,-353.646484375,155.57736206054688,-15.608002662658691,9.46884822845459,-6.707668304443359,-12.758312225341797,-3.90446138381958,-8.264415740966797,-16.09043312072754,3.7850139141082764,-3.4517107009887695,-3.07010555267334,-11.59349536895752,-3.0036559104919434,1.7448838949203491,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_03.wav,1460.2330260541069,0.06593379267939815,2725.993855794271,0.4287935793399811,102.84286499023438,0.02139880880713463,-368.3150634765625,144.19686889648438,-11.52452278137207,13.685571670532227,0.3403968811035156,-9.307863235473633,-10.716425895690918,-7.319540500640869,-13.750646591186523,3.744062662124634,-5.352792739868164,-0.47012054920196533,-11.16645622253418,-2.419001340866089,-2.7562830448150635,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_04.wav,1432.853004081651,0.06816496672453703,2609.70458984375,0.41421061754226685,101.26284790039062,0.02471272647380829,-360.92132568359375,145.702880859375,-12.930243492126465,15.392940521240234,1.3519922494888306,-9.042277336120605,-11.871161460876465,-10.403080940246582,-10.590821266174316,4.601655006408691,-7.616036415100098,0.32761502265930176,-8.775246620178223,-0.9230636358261108,-2.829113721847534,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_05.wav,1393.8716433051493,0.07567907262731481,2453.0904134114585,0.3557942807674408,102.30583953857422,0.03244822844862938,-362.49371337890625,149.52357482910156,-21.977611541748047,13.666831970214844,-3.075878620147705,-3.2931365966796875,-7.819748401641846,-12.26420783996582,-12.493199348449707,3.5569775104522705,-2.985914468765259,1.7119803428649902,-11.425040245056152,-3.717193365097046,-4.125568866729736,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_06.wav,1350.853276854349,0.0638427734375,2422.2859700520835,0.354298859834671,103.5457534790039,0.029601527377963066,-367.1949462890625,153.0982666015625,-14.435791969299316,10.103307723999023,-4.614679336547852,-6.655142307281494,-11.439714431762695,-9.137794494628906,-15.455265998840332,3.289377450942993,-2.9932806491851807,2.598836660385132,-6.489563465118408,0.7947445511817932,-4.1252665519714355,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_07.wav,1446.78856364413,0.07087537977430555,2640.3594970703125,0.39903485774993896,103.60589599609375,0.02015501633286476,-370.5579833984375,145.6615447998047,-18.16485595703125,14.669812202453613,-3.4855563640594482,-4.470335960388184,-10.404552459716797,-10.040303230285645,-14.025673866271973,4.455559730529785,-2.860055446624756,0.5522332787513733,-7.927426338195801,0.284039705991745,-3.2539327144622803,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_08.wav,1488.617449883068,0.07104040075231481,2778.680419921875,0.4135485589504242,101.13731384277344,0.022185279056429863,-361.2939758300781,144.70216369628906,-11.817872047424316,10.808211326599121,-2.8271286487579346,-4.074265003204346,-11.89761734008789,-8.461240768432617,-9.80810546875,3.094571113586426,-5.398143768310547,0.48941829800605774,-10.375256538391113,-0.8044320344924927,-3.7750227451324463,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_09.wav,1339.2060638137639,0.05898482711226852,2427.9683430989585,0.42414045333862305,106.21431732177734,0.018521258607506752,-380.4237060546875,150.99343872070312,-5.565401554107666,13.413944244384766,-2.5190420150756836,-0.8716385364532471,-10.662165641784668,-6.777934551239014,-11.55354118347168,-0.10592316091060638,-6.027926445007324,2.2175135612487793,-8.282164573669434,-0.43607398867607117,-2.193577527999878,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_10.wav,1233.9143305426298,0.04969618055555555,2244.587198893229,0.39073270559310913,111.88706970214844,0.016988294199109077,-402.9014892578125,153.42510986328125,3.1547913551330566,19.840171813964844,0.6585313081741333,-4.619348526000977,-11.65540885925293,-7.676792621612549,-13.262358665466309,-0.8170455098152161,-5.719100475311279,0.7499768137931824,-9.257434844970703,0.298148512840271,-1.5279093980789185,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_11.wav,1180.3698211040135,0.048909505208333336,2163.0401611328125,0.40253958106040955,115.94194793701172,0.014462616294622421,-417.2538757324219,158.10763549804688,1.7182717323303223,25.722206115722656,1.2928154468536377,0.8105595707893372,-8.008855819702148,-4.230198860168457,-10.365462303161621,4.731383323669434,-1.0674115419387817,3.3012125492095947,-7.272601127624512,2.6849048137664795,-0.08824991434812546,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_12.wav,1264.1760550290783,0.053337944878472224,2424.8779296875,0.36837664246559143,110.42973327636719,0.029857251793146133,-396.67913818359375,151.56629943847656,0.32423627376556396,21.961091995239258,1.304532766342163,-3.7363734245300293,-10.073600769042969,-8.997703552246094,-12.80009651184082,-0.28091883659362793,-4.629349231719971,0.9709541201591492,-9.27357292175293,-2.065685272216797,1.7179707288742065,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_13.wav,1191.80713759466,0.054230866608796294,2082.390340169271,0.34871554374694824,109.06494903564453,0.03415059298276901,-387.4200744628906,160.32591247558594,-4.604708194732666,17.681106567382812,-0.09186045080423355,-5.086946487426758,-11.875492095947266,-8.418512344360352,-12.454113960266113,-0.5871554017066956,-3.5574965476989746,0.7828904390335083,-9.251137733459473,-0.7591848969459534,-1.5755137205123901,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_14.wav,1383.794113365756,0.07228823061342593,2543.360392252604,0.36729729175567627,103.95826721191406,0.029078815132379532,-369.08673095703125,152.3895721435547,-14.050211906433105,13.906510353088379,-0.7538285255432129,-6.16029167175293,-8.735374450683594,-5.474153518676758,-12.580277442932129,2.426192283630371,-5.543603897094727,-0.7197536826133728,-8.848481178283691,-2.520524740219116,-2.8383188247680664,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_15.wav,1344.794392668558,0.06294533058449074,2427.0711263020835,0.3782353699207306,108.82765197753906,0.01703181490302086,-390.0775451660156,151.5738067626953,-10.796638488769531,14.888200759887695,-0.20016878843307495,-2.90775203704834,-10.801079750061035,-9.433511734008789,-12.611739158630371,5.615164756774902,-6.418036460876465,-0.9632229208946228,-9.582422256469727,-2.5947208404541016,-4.058990478515625,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_16.wav,1333.9745539803978,0.06049488208912037,2477.0161946614585,0.37612825632095337,105.38917541503906,0.027985351160168648,-376.0330505371094,150.36660766601562,-10.057971954345703,16.774845123291016,-0.07358790934085846,-7.40201473236084,-8.386682510375977,-8.46165657043457,-16.137720108032227,4.073070049285889,-5.319758892059326,-1.7409509420394897,-12.269062042236328,-2.539968729019165,-4.8510355949401855,Far_miss
239142__reinsamba__bierfest-atmosphere_(1)_17.wav,1419.0396146238263,0.06752797719594594,2705.7924672719596,0.3425000011920929,114.84605407714844,0.02466968260705471,-415.10455322265625,147.975341796875,-10.793428421020508,6.08476448059082,-1.0668452978134155,-3.9160921573638916,-9.845148086547852,-6.143336296081543,-10.885356903076172,-0.5675895810127258,-6.466831207275391,-2.9517664909362793,-10.271249771118164,-4.2814764976501465,-6.717294216156006,Far_miss
239142__reinsamba__bierfest-atmosphere_00.wav,1317.214480585939,0.0628323025173611,2428.0680338541665,0.44620946049690247,115.516845703125,0.012800299562513828,-416.8973388671875,153.37969970703125,-9.389700889587402,17.049362182617188,4.945107936859131,-2.6077311038970947,-7.214776992797852,-8.130230903625488,-12.283313751220703,5.525387287139893,-0.9986799955368042,4.537773132324219,-10.67723274230957,-2.175682544708252,1.8890326023101807,Far_miss
239142__reinsamba__bierfest-atmosphere_01.wav,1283.220170538154,0.061442057291666664,2212.9353841145835,0.42638471722602844,101.42282104492188,0.03089834935963154,-357.0103454589844,157.7184600830078,-11.322202682495117,11.01138973236084,0.5450932383537292,-6.048998832702637,-11.431276321411133,-8.383837699890137,-12.836112976074219,2.924565553665161,-4.746758937835693,3.580719470977783,-10.02245044708252,-3.851077079772949,-2.953706979751587,Far_miss
239142__reinsamba__bierfest-atmosphere_02.wav,1314.7399018046551,0.06507930049189815,2335.704549153646,0.390982061624527,100.92827606201172,0.06766889244318008,-353.646484375,155.57736206054688,-15.608002662658691,9.46884822845459,-6.707668304443359,-12.758312225341797,-3.90446138381958,-8.264415740966797,-16.09043312072754,3.7850139141082764,-3.4517107009887695,-3.07010555267334,-11.59349536895752,-3.0036559104919434,1.7448838949203491,Far_miss
239142__reinsamba__bierfest-atmosphere_03.wav,1460.2330260541069,0.06593379267939815,2725.993855794271,0.4287935793399811,102.84286499023438,0.02139880880713463,-368.3150634765625,144.19686889648438,-11.52452278137207,13.685571670532227,0.3403968811035156,-9.307863235473633,-10.716425895690918,-7.319540500640869,-13.750646591186523,3.744062662124634,-5.352792739868164,-0.47012054920196533,-11.16645622253418,-2.419001340866089,-2.7562830448150635,Far_miss
239142__reinsamba__bierfest-atmosphere_04.wav,1432.853004081651,0.06816496672453703,2609.70458984375,0.41421061754226685,101.26284790039062,0.02471272647380829,-360.92132568359375,145.702880859375,-12.930243492126465,15.392940521240234,1.3519922494888306,-9.042277336120605,-11.871161460876465,-10.403080940246582,-10.590821266174316,4.601655006408691,-7.616036415100098,0.32761502265930176,-8.775246620178223,-0.9230636358261108,-2.829113721847534,Far_miss
239142__reinsamba__bierfest-atmosphere_05.wav,1393.8716433051493,0.07567907262731481,2453.0904134114585,0.3557942807674408,102.30583953857422,0.03244822844862938,-362.49371337890625,149.52357482910156,-21.977611541748047,13.666831970214844,-3.075878620147705,-3.2931365966796875,-7.819748401641846,-12.26420783996582,-12.493199348449707,3.5569775104522705,-2.985914468765259,1.7119803428649902,-11.425040245056152,-3.717193365097046,-4.125568866729736,Far_miss
239142__reinsamba__bierfest-atmosphere_06.wav,1350.853276854349,0.0638427734375,2422.2859700520835,0.354298859834671,103.5457534790039,0.029601527377963066,-367.1949462890625,153.0982666015625,-14.435791969299316,10.103307723999023,-4.614679336547852,-6.655142307281494,-11.439714431762695,-9.137794494628906,-15.455265998840332,3.289377450942993,-2.9932806491851807,2.598836660385132,-6.489563465118408,0.7947445511817932,-4.1252665519714355,Far_miss
239142__reinsamba__bierfest-atmosphere_07.wav,1446.78856364413,0.07087537977430555,2640.3594970703125,0.39903485774993896,103.60589599609375,0.02015501633286476,-370.5579833984375,145.6615447998047,-18.16485595703125,14.669812202453613,-3.4855563640594482,-4.470335960388184,-10.404552459716797,-10.040303230285645,-14.025673866271973,4.455559730529785,-2.860055446624756,0.5522332787513733,-7.927426338195801,0.284039705991745,-3.2539327144622803,Far_miss
239142__reinsamba__bierfest-atmosphere_08.wav,1488.617449883068,0.07104040075231481,2778.680419921875,0.4135485589504242,101.13731384277344,0.022185279056429863,-361.2939758300781,144.70216369628906,-11.817872047424316,10.808211326599121,-2.8271286487579346,-4.074265003204346,-11.89761734008789,-8.461240768432617,-9.80810546875,3.094571113586426,-5.398143768310547,0.48941829800605774,-10.375256538391113,-0.8044320344924927,-3.7750227451324463,Far_miss
239142__reinsamba__bierfest-atmosphere_09.wav,1339.2060638137639,0.05898482711226852,2427.9683430989585,0.42414045333862305,106.21431732177734,0.018521258607506752,-380.4237060546875,150.99343872070312,-5.565401554107666,13.413944244384766,-2.5190420150756836,-0.8716385364532471,-10.662165641784668,-6.777934551239014,-11.55354118347168,-0.10592316091060638,-6.027926445007324,2.2175135612487793,-8.282164573669434,-0.43607398867607117,-2.193577527999878,Far_miss
239142__reinsamba__bierfest-atmosphere_10.wav,1233.9143305426298,0.04969618055555555,2244.587198893229,0.39073270559310913,111.88706970214844,0.016988294199109077,-402.9014892578125,153.42510986328125,3.1547913551330566,19.840171813964844,0.6585313081741333,-4.619348526000977,-11.65540885925293,-7.676792621612549,-13.262358665466309,-0.8170455098152161,-5.719100475311279,0.7499768137931824,-9.257434844970703,0.298148512840271,-1.5279093980789185,Far_miss
239142__reinsamba__bierfest-atmosphere_11.wav,1180.3698211040135,0.048909505208333336,2163.0401611328125,0.40253958106040955,115.94194793701172,0.014462616294622421,-417.2538757324219,158.10763549804688,1.7182717323303223,25.722206115722656,1.2928154468536377,0.8105595707893372,-8.008855819702148,-4.230198860168457,-10.365462303161621,4.731383323669434,-1.0674115419387817,3.3012125492095947,-7.272601127624512,2.6849048137664795,-0.08824991434812546,Far_miss
239142__reinsamba__bierfest-atmosphere_12.wav,1264.1760550290783,0.053337944878472224,2424.8779296875,0.36837664246559143,110.42973327636719,0.029857251793146133,-396.67913818359375,151.56629943847656,0.32423627376556396,21.961091995239258,1.304532766342163,-3.7363734245300293,-10.073600769042969,-8.997703552246094,-12.80009651184082,-0.28091883659362793,-4.629349231719971,0.9709541201591492,-9.27357292175293,-2.065685272216797,1.7179707288742065,Far_miss
239142__reinsamba__bierfest-atmosphere_13.wav,1191.80713759466,0.054230866608796294,2082.390340169271,0.34871554374694824,109.06494903564453,0.03415059298276901,-387.4200744628906,160.32591247558594,-4.604708194732666,17.681106567382812,-0.09186045080423355,-5.086946487426758,-11.875492095947266,-8.418512344360352,-12.454113960266113,-0.5871554017066956,-3.5574965476989746,0.7828904390335083,-9.251137733459473,-0.7591848969459534,-1.5755137205123901,Far_miss
239142__reinsamba__bierfest-atmosphere_14.wav,1383.794113365756,0.07228823061342593,2543.360392252604,0.36729729175567627,103.95826721191406,0.029078815132379532,-369.08673095703125,152.3895721435547,-14.050211906433105,13.906510353088379,-0.7538285255432129,-6.16029167175293,-8.735374450683594,-5.474153518676758,-12.580277442932129,2.426192283630371,-5.543603897094727,-0.7197536826133728,-8.848481178283691,-2.520524740219116,-2.8383188247680664,Far_miss
239142__reinsamba__bierfest-atmosphere_15.wav,1344.794392668558,0.06294533058449074,2427.0711263020835,0.3782353699207306,108.82765197753906,0.01703181490302086,-390.0775451660156,151.5738067626953,-10.796638488769531,14.888200759887695,-0.20016878843307495,-2.90775203704834,-10.801079750061035,-9.433511734008789,-12.611739158630371,5.615164756774902,-6.418036460876465,-0.9632229208946228,-9.582422256469727,-2.5947208404541016,-4.058990478515625,Far_miss
239142__reinsamba__bierfest-atmosphere_16.wav,1333.9745539803978,0.06049488208912037,2477.0161946614585,0.37612825632095337,105.38917541503906,0.027985351160168648,-376.0330505371094,150.36660766601562,-10.057971954345703,16.774845123291016,-0.07358790934085846,-7.40201473236084,-8.386682510375977,-8.46165657043457,-16.137720108032227,4.073070049285889,-5.319758892059326,-1.7409509420394897,-12.269062042236328,-2.539968729019165,-4.8510355949401855,Far_miss
239142__reinsamba__bierfest-atmosphere_17.wav,1419.0396146238263,0.06752797719594594,2705.7924672719596,0.3425000011920929,114.84605407714844,0.02466968260705471,-415.10455322265625,147.975341796875,-10.793428421020508,6.08476448059082,-1.0668452978134155,-3.9160921573638916,-9.845148086547852,-6.143336296081543,-10.885356903076172,-0.5675895810127258,-6.466831207275391,-2.9517664909362793,-10.271249771118164,-4.2814764976501465,-6.717294216156006,Far_miss
245768__felix-blume__hundreds-of-bats-screaming-and-coming-out-of-their-nest_00.wav,5182.85527510745,0.4132667824074074,7982.637532552083,0.5586497783660889,54.798282623291016,0.054655201733112335,-202.12557983398438,-31.682662963867188,0.550813615322113,41.139404296875,-5.275170803070068,13.538933753967285,-3.9566667079925537,10.55186939239502,-4.366486072540283,4.055336952209473,-2.3697972297668457,3.4282724857330322,-5.959123611450195,3.04781174659729,-4.743170261383057,Far_miss
245768__felix-blume__hundreds-of-bats-screaming-and-coming-out-of-their-nest_01.wav,5101.609718725999,0.4086891456886574,7920.131429036458,0.5704755187034607,49.701385498046875,0.07194474339485168,-182.34823608398438,-26.852054595947266,0.5092702507972717,40.98774337768555,-5.781625270843506,13.232964515686035,-4.253261566162109,5.945145130157471,-3.6790614128112793,7.129679203033447,-5.675827503204346,0.9032943248748779,-5.112161636352539,1.247792363166809,-5.169509410858154,Far_miss
245768__felix-blume__hundreds-of-bats-screaming-and-coming-out-of-their-nest_02.wav,5278.8959545338885,0.43639006438078703,8198.1689453125,0.5710739493370056,48.96936798095703,0.08028874546289444,-178.21578979492188,-34.583194732666016,3.0469343662261963,40.74740982055664,-5.038127422332764,12.175896644592285,-3.181749105453491,6.033123970031738,-4.4946112632751465,6.647572994232178,-4.400235652923584,-0.04735063761472702,-3.9757702350616455,1.9341888427734375,-4.886831283569336,Far_miss
245768__felix-blume__hundreds-of-bats-screaming-and-coming-out-of-their-nest_03.wav,5307.677815913782,0.4239501953125,8019.1741943359375,0.5131697654724121,54.72190475463867,0.06731601804494858,-200.52903747558594,-34.72688293457031,4.356707572937012,40.45854949951172,-8.795180320739746,16.81060028076172,-2.757166624069214,9.605292320251465,-5.238003730773926,6.695967674255371,-3.6796553134918213,-0.8183891773223877,-3.038566827774048,0.3292938470840454,-5.265073299407959,Far_miss
245768__felix-blume__hundreds-of-bats-screaming-and-coming-out-of-their-nest_04.wav,5296.4132639168,0.43523039641203703,8068.7204996744795,0.5508233904838562,49.61915588378906,0.09339193999767303,-179.08444213867188,-38.37009811401367,3.8141815662384033,43.38872146606445,-9.541357040405273,12.536829948425293,-3.761648178100586,7.552091121673584,-6.2335429191589355,5.262083053588867,-4.769349098205566,1.6983704566955566,-4.95261812210083,2.0906450748443604,-6.582001686096191,Far_miss
