total_accuracy,f1_scream,recall_scream,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info,userInput
0.698154366,0.767582063,0.995733489,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
0.907014847,0.908021206,0.916770164,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_5_date_2019-08-22
0.844657245,0.843502532,0.841693454,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_5_date_2019-08-22
0.871424796,0.869063498,0.856330362,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_5_date_2019-08-22
0.845199598,0.846154189,0.854529515,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_5_date_2019-08-22
0.884285428,0.885267082,0.89438194,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_5_date_2019-08-22
0.917582342,0.918244925,0.925573495,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_5_date_2019-08-22
0.496598639,0,0,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,
0.944413786,0.944190053,0.944089714,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,
0.939189452,0.939143715,0.941514465,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,experiment_5_date_2019-08-23
0.496598639,0,0,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,
0.967418979,0.96743237,0.96820938,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_5_date_2019-09-04
0.852115506,0.851083372,0.848926067,scream,734,367,367,26,0.2,5,5,5,20,Id3Estimator,None,experiment_5_date_2019-09-04
0.885657083,0.885624051,0.886900935,scream,734,367,367,26,0.2,5,5,5,20,KNeighborsClassifier,None,experiment_5_date_2019-09-04
0.881565955,0.88392001,0.902071157,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-09-04
0.699716671,0.768260284,0.995094243,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-09-04
0.917374037,0.917200629,0.917223115,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_5_date_2019-09-04
0.860147699,0.858588806,0.853251023,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_5_date_2019-09-04
0.8713937,0.869852819,0.861805961,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_5_date_2019-09-04
0.840868491,0.842122304,0.85092782,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_5_date_2019-09-04
0.887042319,0.887058668,0.889341029,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_5_date_2019-09-04
0.912163362,0.912566529,0.919199299,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_5_date_2019-09-04
0.946444824,0.946583862,0.95090225,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,experiment_5_date_2019-09-04
